scientific_name,synonym,family,source_page_url,scrape_timestamp
Diospyros malabarica(desr.) Kostel.,Diospyros peregrina(Gaertn.) Girke Diospyros citrifolia Wall. ex A.DC. Diospyros biflora Blanco Em,Ebenaceaea,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:31.936080+00:00
Cydonia oblonga Mill.,Cydonia communis Loisel. Cydonia vulgaris Pers. Pyrus cydonia L. Sorbus cydonia Crantz,Rosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:31.936080+00:00
Prunus amygdalus Stokes,,Rosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:31.936080+00:00
Acacia nilotica (L.) Delile subsp. INDICA(Benth) Brenan,Acacia arabica var. indica Benth. Acacia nilotica var. indica (Benth.)A.F.Hill,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Entada phaseoloides (L.) Merr.,"Acacia scandens (L.) Willd. Entada scandens (L.) ""Benth. p.p."" Lens phaseoloides L. Pusaetha sca",Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Mimosa pudica L.,Mimosa hispidula Kunth Mimosa pudica var. pudica,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Saraca asoca (Roxb.) Wild.,"Jonesia asoca Roxb. Jonesia confusa Hassk. Jonesia pinnata Willd. Saraca indica""sensu Bedd. non",Caesalpiniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Clitoria ternatea L.,Clitoria albiflora Mattei Clitoria philippensis Perr. Nauchea ternatea (L.)Descourt. Ternatea te,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Glycyrrhiza glabra L.,Glycyrrhiza glandulifera Waldst. & Kit. Glycyrrhiza hirsuta Pall. Glycyrrhiza pallida Boiss.& Noe,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Mucuna pruriens (L.) DC.,Carpopogon pruriens (L.) Roxb. Dolichos pruriens L. Mucuna prurita (L.)Hook. Stizolobium pruritu,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Pterocarpus SANTALINUS L. f.,Lingoum santalinum (L.f.) Kuntze,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Sesbania bispinosa (Jacq.) W.Wight,Sesbania aculeata (Willd.) Pers. Aeschynomene aculeata Schreb. Aeschynomene bispinosa Jacq. Aesc,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Sesbania grandiflora (L.) Poir,: Aeschynomene grandiflora (L.) L. Agati grandiflora (L.)Desv. Coronilla grandiflora (L.)Willd.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:33.460338+00:00
Sesbania sesban (L.) Merr.,Aeschynomene sesban L. Coronilla sesban Willd. Emerus sesban (L.) Kuntze Sesbania aegyptiaca Poir,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Trigonella foenum-graeceum L.,Trigonella tibetana (Alef.) Vassilcz.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Lagerstroemia speciosa(l.) Pers.,Lagerstroemia reginea Roxb. Adambea hirsuta Lam. Lagerstroemia hirsuta (Lam.) Willd. Munchausia s,Lythraceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Eucalyptus globulus Labill,Eucalyptus glauca A.Cunn.ex DC. Eucalyptus perfoliata Desf.,Myrtaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Mentha arvensis L.,Mentha arguta Opiz. Mentha badensis C.C.Gmel. Mentha diffusa Lej. Mentha hostii Boreau.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Mentha spicata L.,Mentha crispa L. Mentha rosanii Ten. Mentha viridis (L.) L. Mentha walteriana Opiz.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Pogostemon PUBESCENS Benth.,-,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Rhinacanthus nasutus (L.) Kurz,Dianthera paniculata Lour. Ecbolium dichotomum (Blume) Kuntze Pseuderanthemum connatum Lindau Rhi,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Sesamum indicum L.,Dysosmon amoenum Raf. Sesamum africanum Tod. Sesamum oleiferum Sm Volkameria orientalis (L.) Kunt,Pedaliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Nelumbium speciosum Willd.,-,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:34.993453+00:00
Rubia cordifolia L.,Galium cordifolium (L.) Kuntze Rubia cordata Thunb. Rubia javana DC. Rubia purpurea Decne. Rubia,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Artemisia absinthium L.,Absinthium officinale Brot. Artemisia absinthia St.-Lag. Artemisia inodora Mill. Artemisia pendul,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Eclipta prostrata (L.) L.,Acmella lanceolata Link ex Spreng. Bellis ramosa Jacq. Cotula alba (L.) L. Eclipta alba (L.) Hass,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Cyperus rotandus L.,Chlorocyperus rotundus (L.) Palla Cyperus comosus Sm. Pycreus rotundus (L.) Hayek Schoenus tubero,Cyperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Saccharum officinarum L.,Arundo saccharifera Garsault Saccharum monandrum Rottb. Saccharum occidentale Sw. Saccharum viola,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Hordeum vulgare L.,Hordeum bifarium Roth Hordeum hexastichon L. Hordeum macrolepis A.Braun Hordeum nigrum Willd.,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Elettaria cardamomum (L.) Maton.,Alpinia cardamomum (L.)Roxb. Amomum cardamomum L. Cardamomum malabaricum Pritz. Zingiber minus Ga,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Crocus sativus L.,Crocus officinalis (L.)Honck. Crocus pendulus Stokes Geanthus autumnalis Raf. Safran officinarum,Iridaceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Santalum album L.,Sirium myrtifolium L.,Santalaceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Macaranga peltata (Roxb.)Muell.-Arg.,Macaranga roxburghii Wight Mappa peltata(Roxb.) Wight Osyris peltata Roxb. Tanarius peltatus(Roxb.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=6,2026-09-22T15:47:54.625133+00:00
Mallotus philippensis (Lam.) Muell.-Arg.,Croton philippensis Lam. Echinus philippensis (Lam.) Baill. Mappa stricta Rchb.f. & Zoll. Rottlera t,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Phyllanthus niruri L.,Diasperus niruri (L.) Kuntze Nymphanthus niruri (L.)Lour. Phyllanthus humilis Salisb. Urinaria erect,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Vitis vinifera L.,Cissus vinifera (L.) Kuntze Vitis sylvestris C.C.Gmel. Vitis vinifera subsp.sativaHegi Vitis vinifer,Vitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Sapindus saponaria L.,Sapindus abruptus Lour. Sapindus indica Poir. Sapindus rigidus Mill. Sapindus stenopterus DC. Sap,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Schleichera oleosa (Lour.)Merr.,Pistacia oleosa Lour. Schleichera oleosa(Lour.) Oken,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Commiphora mukul (HOOK. EX STOCKS) ENGL.,Balsamea mukul Baill. Balsamodendrum mukul Hook.ex Stocks Balsamodendrum roxburghii Stocks Balsamod,Burseraceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Semecarpus anacardium L. F.,,Anacardiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Citrus limon (L.) Osbeck,Citrus bergamia Risso & Poit. Citrus limonia Osbeck Citrus vulgaris Ferrarius ex Mill. Limon vu,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Citrus medica L.,Aurantium medicum (L.) M. Gómez Citrus alata( Tanaka) Tanaka Citrus odorata Roussel Citrus tuberos,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Citrus reticulata Blanco,Citrus crenatifolia Lush. Citrus deliciosa Ten. Citrus papillaris Blanco Citrus succosa Tanaka,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=7,2026-09-22T15:47:56.155281+00:00
Murraya koenigii (L.)Spreng.,Bergera koenigii L.,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Peganum harmala L.,Harmala multifida All. Harmala peganum Crantz Peganon harmalum (L.) St.-Lag. Peganum dauricum L.,Zygophyllaceae,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Anethum sowa Roxb.ex Fleming,Anethum graveolens subsp.sowa(Roxb. ex Fleming) N.F.Koren',Apiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Carum carvi L.,Bunium carvi (L.)M.Bieb. Foeniculum carvi(L.) Link Ligusticum carvi(L.) Roth Pimpinella carvi(L.) Je,Apiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Ferula foetida (Bunge) Regel,Ferula scorodosma Bentley & Trimen Scorodosma foetidum Bunge,Apiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Trachyspermum roxburghianum (DC.) H.Wolff,Apium involucratum Roxb. Pimpinella involucrata(Roxb.)Wight & Arn. Ptychotis roxburghiana DC. Trachy,Apiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Strychnos potatorum L. f.,Strychnos heterodoxa Gilg Strychnos stuhlmannii Gilg,Loganiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Holarrhena pubescens Wall.ex G.Don,Chonemorpha pubescens (Wall.) G.Don Echites adglutinatus Burm.f. Holarrhena codaga G.Don Holarrhena,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Tabernamontana divaricata (L.)R.Br. ex Roem.& Schult.,Ervatamia divaricata (L.) Burkill Nerium divaricatum L. Taberna discolor (Sw.) Miers Tabernaemonta,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Wrightia tinctoria R. Brown,Allamanda verticillata Desf. Nerium tinctorium Roxb. Wrightia laciniataA. DC. Wrightia timorensis,Apocynacea,https://mpbd.cu.ac.bd/plants.php?pageno=8,2026-09-22T15:47:57.682413+00:00
Gymnema sylvestre (Retz.)R.Br. ex Sm.,Asclepias geminata Roxb. Marsdenia sylvestris (Retz.)P.I. Forst. Periploca sylvestris Retz. Str,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=9,2026-09-22T15:47:59.212004+00:00
Atropa belladonna L.,Atropa cordata Pascher Atropa lethali Salisb. Belladonna baccifera Lam. Belladonna trichotoma Scop,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=9,2026-09-22T15:47:59.212004+00:00
Datura stramonium L.,Datura hybrida Ten. Datura tatula L . Stramonium foetidum Scop. Stramonium spinosum Lam.,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=9,2026-09-22T15:47:59.212004+00:00
Solanum lycopersicum L.,Lycopersicon esculentum var.esculentum Lycopersicon humboldtii (Willd.) Dunal Scubulon humboldtii (,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=9,2026-09-22T15:47:59.212004+00:00
Solanum indicum L.,-,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=9,2026-09-22T15:47:59.212004+00:00
Ipomoea nil (L.) Roth,Batatas setosa (Ker Gawl.) Lindl. Convolvulus nil L. Gomphipus setosus (Ker Gawl.) Raf. Ipomoea hed,Convolvulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=9,2026-09-22T15:47:59.212004+00:00
Gmelina arborea Roxb.,Gmelina arboreavar.canescens Haines Gmelina arborea var.glaucescens C.B.Clarke Gmelina sinuata Link,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=9,2026-09-22T15:47:59.212004+00:00
Premna serratifolia L..,Premna integrifolia L.(illegitimate) Cornutia corymbosa Burm.f. Gumira truncata (Turcz.) Kuntze Pre,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=9,2026-09-22T15:47:59.212004+00:00
Sapindus SAPONARIA L.,Sapindus abruptus Lour. Sapindus indica Poir. Sapindus rigidus Mill. Sapindus stenopterus DC. Sa,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Schleichera oleosa (Lour.) Merr.,Pistacia oleosa Lour. Schleichera oleosa (Lour.) Oken.,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Abelmoschus ESCULENTUS (L.) Moench,Hibiscus esculentus L. Abelmoschus tuberculatus Pal & Singh Abelmoschus officinalis (DC.) Endl A,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Abelmoschus MOSCHATUS Medik.,Hibiscus abelmoschus L. Abelmoschus betulifolia wall. Abelmoschus chinensis wall. Abelmoschus cuc,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Abroma AUGUSTA (L.) L.f.,Abroma alata Blanco Abroma angulata Lam. Abroma angulosa Poir. Abroma sinuosa G.Nicholson,Sterculiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Abrus PRECATORIUS L.,Abrus precatorius subsp. Precatorius Abrus abrus (L.) Wright Abrus minor Desv. Glycine abrus L.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Abutilon INDICUM (L.) Sweet,Abutilon arborescens Medik. Abutilon asiaticum var. subasperum Fosberg Abutilon cavaleriei H.Lév.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Acacia CATECHU (L.f.) Willd.,Acacia catechu Willd. Acacia sundra (Roxb.) Bedd. Mimosa catechu L.F. Mimosa catechuoides Roxb.,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Acacia FARNESIANA (L.) Willd.,Acacia acicularis Willd. Acacia farnesiana var. Farnesiana Acacia indica (Poir.) Desv. Farnesia,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Acacia NILOTICA (L.) Willd. ex Del. ssp. INDICA (Benth.) Brenan.,Acacia arabica (Lam.) Willd. Acacia nilotica subsp. Nilotica Mimosa arabica Lam. Mimosa niloti,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=10,2026-09-22T15:48:00.744510+00:00
Acacia PENNATA (L.) Willd.,Acacia canescens (Kurz)Gamble Acacia hainanensis Hayata Acacia pennata subsp. Pennata,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Acacia concinna (WILLD.) DC.,Acacia rugata (Lam.) Mer. Acacia rugata (Lam.) Voigt Acacia rugata (Lam.) Merr. Guilandin,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Acalypha INDICA L.,Cupamenis indica (L.) Raf. Acalypha chinensis Benth. Acalypha spicata Forssk. Ricinocarpus indi,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Acampe praemorsa (Roxb.) Blatt. & McCann,Acampe excavata Lindl. Acampe papillosa Lindl. Cymbidium praemorsum (Roxb.) Sw. Gastrochilus praem,Orchidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Acanthus ILICIFOLIUS L.,Acanthus doloarin Blanco. Acanthus ilicifolius subsp. orientalisbremek. Acanthus neoguineensis Eng,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Achyranthes ASPERA L.,Stachyarpagophora aspera (L.) M.Gómez Achyranthes australis R.Br. Achyranthes canescens R.Br. Ach,Amaranthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Acorus CALAMUS L.,Calamus aromaticus Garsault Acorus angustatus Raf. Acorus angustifolius Schott Acorus belangeri,Acoraceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Acronychia PEDUNCULATA (L.) Miq.,Acronychia laurifolia Bl. Cyminosma pedunculata DC. Acronychia apiculata Miq. Clausena simplicifo,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Actinodaphne gullavara (Buch.-Ham. ex Nees) M.R.Almeida,Actinodaphne angustifolia Nees. Jozoste angustifolia Kuntze Laurus gullavara Buch.-Ham. ex Nees,Lauraceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Adenanthera PAVONINA L.,Adenanthera pavonina var. Pavonina Adenanthera gersenii Scheff. Adenanthera polita Miq. Corallar,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=11,2026-09-22T15:48:02.271804+00:00
Justicia adhatoda L.,Adhatoda zeylanica Medic. Adhatoda arborea Raf. Dianthera latifolia Salisb. Ecbolium adhatoda (L.,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Adiantum capillus-veneris L,Adiantum capillus Sw. Adiantum africanum R. Br. Adiantum coriandrifolium Lam. Adiantum fontanum,Adiantaceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Adiantum INCISUM Forssk.,Adiantum caudatum L. Adiantum capillus-gorgonis Webb Adiantum caudatum var. glabripinnatumbonap.,Adiantaceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Adiantum LUNULATUM Burm. F.,Adiantum philippense L. Adiantum lunatum Cav. Adiantum lunulatum var. mettenii Bedd. Pteris lunu,Adiantaceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Haldina cordifolia (Roxb.) Ridsdale,Adina cordifolia Benth & Hook. Nauclea cordifolia Roxb. Nauclea sterculiifolia A.Rich. Ex Dc.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Aegle MARMELOS (L.) Corr.,Aegle marmelos var. mahurensis Zate Belou marmelos (L.) Lyons Crateva marmelos L. Feronia pelluci,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Aganosma DICHOTOMA (Roth) K. Schum.,Aganosma caryophyllata G. Don. Aganosma blumei Wight.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Ageratum CONYZOIDES L.,Ageratum arsenei B.L.Rob Ageratum ciliare L. Ageratum cordifolium Roxb. Ageratum hirsutum Poir.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Alangium SALVIFOLIUM (L. f.) Wang.,Alangium lamarkii Thw. Alangium decapetalum Lam. Alangium salviifolium subsp. Salviifolium Alang,Alangiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Albizia CHINENSIS (Osbeck) Merr.,Albizia stipulata (Roxb.) Boiv. Albizia chinensis var. Chinensis Acacia stipulacea Roxb. Albizia,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=12,2026-09-22T15:48:03.797371+00:00
Albizzia LEBBECK (L.) Benth.,Acacia lebbeck Willd.,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
