request_url,cache_file,timestamp_status,note
https://mpbd.cu.ac.bd/plants.php,8e4a9ee7ae4fbaa4d3199337.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=2,9d0d4666988ea07cc7629585.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=3,677cfa73dfbdafc8e828279f.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=4,c143972d1a99ef45d6e5087a.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=5,790be9375d492508c095978e.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=6,8f4812263effe0a81f8b7cb5.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=7,44f5f64a5497eeda9615499c.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=8,7fcbce0156b8f00d65d7655b.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=9,d2e455ad1d7cc54863876066.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=10,ffeb83f05dda67ae8038f2bd.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=11,8a8a50272b4adbcebb7eabf4.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=12,8579acad732ecd832e7f0ffc.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=13,634e6baca2c04550ebd57fdb.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=14,f15ec4ee9e5bce83124e21f5.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=15,5c3f7854b37af02b2c7ad8d2.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=16,62dcdcee97f5b3c002ffb09a.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=17,015ec5c23ebe3e9cbd30f3ba.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=18,5e91f003a05102a66ecd044b.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=19,6fee0b9c52628382eca144e8.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=20,a37e7f335ade59919ef5b2c2.html,BACKFILLED,retrieved_at inferred from existing file metadata; original HTTP retrieval timestamp unavailable
https://mpbd.cu.ac.bd/plants.php?pageno=21,88fc316f4b179a17c48d012f.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=22,8e7259268d6d436b30af67f7.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=23,5594fd5ead0ea9e480d1407f.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=24,b494b689409bf504c510f1d3.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=25,a0040de2bc3e54a23f6781c8.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=26,5bc644ddd82c40512102711d.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=27,97d33839c2bf8e25f3fe722e.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=28,fbd5504070ae64af5db152fc.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=29,07fabb91399897f6e4f3d2af.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=30,819fb04624ebdfd584c33157.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=31,ddf285d7575889e9e21bda5c.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=32,d062bef81302a73cc1c340f3.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=33,a91c0b9fea4d18db96c83be4.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=34,3d5f9d881532c643cdfde4ef.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=35,2e5dba7ffc4ccab5d685cae5.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=36,fab87dd1681e788619a7f794.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=37,02ecfd87e4f7c8c121c6e3c0.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=38,33b0d771fa89f5978b033506.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=39,41e2d0774fe2362901045045.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=40,ce644c03ce6e5b2eb1a6b2bc.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=41,605d62a7c5a8224ebc51cc70.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=42,1324c84ee636343a8e28530d.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=43,311fdc525b23694a431aab39.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=44,1309af5da1d82da772b4184e.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=45,5ada711f1f95ae53e78000e0.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=46,6e422aa8de8583090cd41667.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=47,553376cc5407360755325525.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=48,d316f260785bcd3826203beb.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=49,d7c0d832784783d1349e8536.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=50,f6f7298641a0c6c0702797dc.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=51,2f2e05630f3d6b68a9ca7593.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=52,8587eb1b7aafb874aef74062.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=53,542758e2fa59fb8e7a5be28d.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=54,21e44d4a196cead9a3d43fca.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=55,ef266ae2847383464b508cd4.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=56,cfa4fe82f2a0f11d462ce0d2.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=57,86f7f73171af0d0ff1ab8a36.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=58,8a92a2b238ae3ae92c9cbd08.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=59,9a0535cef1e2d92127d1a9ff.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=60,2613fc2a9874b2c0385ec838.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=61,df9d5ff6f841a37d9311cc73.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=62,04ec7157ac24a9b4af4fbf3d.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=63,ff1122fb21f6113f094ab87d.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=64,5a6af851838558eafae9b212.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=65,d312cf1825088d1363422fe1.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=66,b12f5ada7a1a4a830d715597.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=67,e91c7ace6581511cbb2c77c2.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=68,0bcb9083ee9ee9afc5a7cad2.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=69,ff41d066028a52f018ffd4f6.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=70,ab33442084dfeeabb1e764dc.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=71,31c5d56fbc653d8205f22503.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=72,0e465353a894c7da1d065b35.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=73,9497631010b49d5e15ac009b.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=74,1952cc3a7faeedeca2580d5c.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=75,88e6c356fa1454c8e4d8b99a.html,VERIFIED,captured at successful HTTP retrieval
